Id,Prediction,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,PRI_tau_pt,PRI_tau_eta,PRI_lep_pt,PRI_lep_eta,PRI_met,PRI_met_sumet
102228,b,64.8,53.037,0.402,2.039,0.402,55.002,1.297,-1.402,23.944,-0.751,31.059,-1.949,38.067,49.111
102236,b,83.607,30.13,7.206,1.119,7.206,60.097,1.996,-1.328,20.062,-1.464,40.035,-1.497,44.888,84.478
102243,b,66.041,40.484,4.299,1.662,4.299,52.285,1.198,-1.411,23.784,-1.465,28.501,-0.712,42.964,89.028
102251,b,74.443,118.874,0.443,3.182,0.443,50.772,1.156,-1.411,23.546,1.132,27.226,-2.045,50.986,51.898
102264,b,82.239,249.069,22.875,4.68,22.875,51.419,1.543,-0.869,20.223,2.256,31.196,-2.345,54.341,122.207
102269,b,85.604,12.051,0.567,0.432,0.567,56.768,1.416,-1.381,23.495,-0.403,33.273,-0.36,55.446,28.323
102273,b,77.405,16.813,4.637,0.58,4.637,57.0,0.952,-0.241,29.2,-1.722,27.8,-2.301,53.916,114.737
102280,b,90.463,64.989,25.099,1.898,25.099,79.91,1.039,-1.405,39.196,1.954,40.714,1.872,69.42,140.283
102281,b,72.838,60.754,24.564,2.176,24.564,47.272,1.284,-0.537,20.697,-0.499,26.574,1.626,51.012,120.32
102306,b,94.094,87.529,20.56,2.246,20.56,90.018,2.009,-1.407,29.912,0.641,60.106,1.836,43.583,90.252
102324,b,75.78,43.915,1.597,1.579,1.597,59.962,1.406,-1.397,24.922,-1.248,35.041,-1.951,44.546,66.806
102326,b,71.561,104.664,3.54,3.038,3.54,49.129,1.314,-1.301,21.234,0.622,27.895,-2.387,46.062,63.683
102328,b,56.912,92.599,0.755,3.159,0.755,52.653,1.376,-1.397,22.162,-0.788,30.49,1.682,30.687,76.625
102350,b,74.108,26.88,10.897,0.811,10.897,69.807,0.641,-1.385,42.543,-0.386,27.263,-0.359,53.547,235.646
102352,b,71.008,38.118,3.835,1.398,3.835,58.912,1.105,-1.413,27.989,-0.907,30.923,-1.162,46.648,89.168
102363,b,106.462,66.445,1.558,2.302,1.558,81.284,2.817,-1.263,21.293,-0.226,59.992,-0.636,48.396,65.631
102367,b,90.961,81.241,6.033,2.068,6.033,67.1,1.024,-1.348,33.154,-0.909,33.945,1.111,61.283,120.014
102372,b,76.241,54.415,18.177,2.479,18.177,59.732,1.737,-1.378,21.826,-0.492,37.906,-0.482,42.688,115.402
102375,b,48.708,61.401,13.19,2.027,13.19,71.302,0.691,-1.289,42.17,0.63,29.131,1.202,40.143,133.939
102391,b,89.628,45.705,26.566,1.647,26.566,54.651,1.702,-0.815,20.225,2.09,34.426,0.698,58.662,95.697
102396,b,86.635,56.23,10.091,1.316,10.091,96.426,0.536,-1.356,62.792,-2.259,33.635,-2.271,68.257,178.25
102412,b,73.66,31.837,30.132,1.164,30.132,59.923,1.941,-1.121,20.376,2.24,39.547,1.766,43.501,153.711
102433,b,96.776,88.411,1.957,2.396,1.957,92.045,1.635,-1.376,34.926,0.236,57.119,1.014,45.835,61.416
102445,b,84.862,39.596,27.405,1.556,27.405,48.257,1.377,-0.849,20.3,2.014,27.958,0.601,64.549,136.82
102448,b,76.296,14.311,2.677,0.538,2.677,53.629,1.215,-1.411,24.211,-1.942,29.418,-2.042,50.477,81.958
102452,b,69.088,78.291,3.112,2.24,3.112,86.176,1.07,-1.413,41.631,1.244,44.545,0.935,35.366,122.197
102457,b,82.031,95.62,1.053,2.029,1.053,115.155,0.599,-1.37,72.002,-1.345,43.152,-1.025,65.679,85.567
102460,b,96.127,137.705,27.885,2.35,27.885,106.947,0.67,-1.404,64.024,1.827,42.923,-0.182,60.871,204.854
102461,b,112.466,71.002,0.664,2.251,0.664,87.008,2.639,-1.285,23.908,1.494,63.1,1.144,51.79,32.401
102468,b,97.003,47.313,0.358,1.656,0.358,69.572,2.26,-1.316,21.342,1.26,48.23,1.321,51.019,33.802
102478,b,65.629,93.823,6.319,2.949,6.319,60.476,1.238,-1.41,27.018,-1.341,33.458,0.835,39.384,101.483
102483,b,74.93,86.192,8.636,2.403,8.636,69.976,1.204,-1.391,31.745,-1.589,38.231,0.172,40.54,137.894
102487,b,106.539,40.73,1.402,1.11,1.402,78.027,1.364,-1.404,33.01,0.248,45.017,0.399,66.758,109.088
102490,b,78.374,29.921,1.912,1.171,1.912,55.849,1.661,-1.357,20.99,0.028,34.859,0.06,45.804,90.576
102494,b,73.996,24.256,3.431,0.949,3.431,50.619,1.321,-1.401,21.813,-0.579,28.807,0.236,48.45,64.207
102497,b,100.97,28.432,29.576,0.812,29.576,75.806,2.531,-0.948,21.468,1.142,54.337,0.356,47.46,86.221
102512,s,65.257,74.341,3.224,2.09,3.224,87.004,0.721,-1.39,50.545,0.851,36.459,0.942,48.071,101.965
102521,b,61.137,43.191,3.402,1.777,3.402,56.235,1.354,-1.408,23.889,-1.746,32.346,-1.757,33.718,97.346
102530,b,87.925,98.783,1.381,2.931,1.381,71.777,2.154,-1.317,22.754,2.319,49.023,0.295,41.49,47.563
102541,b,54.163,56.524,1.586,2.14,1.586,55.771,0.907,-1.41,29.248,1.256,26.523,0.001,35.072,80.637
102575,b,75.336,62.714,23.882,2.543,23.882,66.343,1.366,-1.404,28.039,0.794,38.304,0.901,45.663,136.374
102607,b,104.502,29.426,2.485,0.845,2.485,72.081,1.321,-1.404,31.06,-1.216,41.022,-0.996,68.71,82.868
102610,b,75.215,46.03,1.893,1.635,1.893,52.19,1.277,-1.38,22.923,-1.971,29.267,-0.442,48.93,116.692
102618,b,63.255,60.995,0.251,2.186,0.251,65.545,1.196,-1.408,29.848,-1.646,35.697,-0.923,34.186,82.179
102621,b,101.816,87.346,24.829,2.921,24.829,89.124,2.649,-1.402,24.426,1.145,64.698,2.092,46.59,92.38
102629,b,78.341,27.589,4.637,0.855,4.637,67.038,0.721,-1.409,38.955,0.353,28.083,0.108,57.453,127.092
102648,b,69.844,61.6,22.01,1.903,22.01,64.903,0.881,-1.263,34.503,1.243,30.4,-0.079,40.994,112.081
102650,b,81.405,73.881,0.233,2.061,0.233,81.87,1.108,-1.412,38.831,-0.444,43.039,-1.184,47.157,46.189
102651,b,73.18,19.652,2.483,0.744,2.483,52.512,1.132,-1.414,24.635,-0.505,27.878,0.062,48.766,139.741
102654,b,68.29,70.191,2.629,2.479,2.629,56.377,1.606,-1.37,21.636,-1.33,34.741,0.489,36.351,33.123
102686,b,104.503,81.745,7.716,2.083,7.716,87.744,1.469,-1.352,35.54,-0.462,52.204,-1.468,56.211,123.648
102695,b,112.516,77.627,54.751,2.301,54.751,55.845,1.339,-0.571,23.877,-1.021,31.968,1.243,100.384,197.733
102698,b,75.398,23.296,5.99,0.884,5.99,54.984,1.342,-1.334,23.475,0.587,31.51,0.588,45.98,85.033
102702,b,73.916,44.984,3.045,1.645,3.045,51.066,1.259,-1.357,22.602,-0.618,28.464,0.881,48.663,140.867
102704,b,57.233,55.993,0.192,2.377,0.192,57.146,1.489,-1.389,22.963,1.522,34.183,2.383,27.543,32.823
102707,b,82.226,72.915,14.627,2.01,14.627,85.671,0.784,-1.413,48.027,-0.618,37.644,-1.021,56.168,100.797
102711,b,98.122,86.832,19.978,2.611,19.978,83.175,1.513,-1.371,33.096,-0.712,50.079,-1.694,52.975,146.533
102724,s,189.977,98.355,8.507,2.747,8.507,121.842,4.989,-1.243,20.346,1.474,101.496,0.514,89.877,149.212
102726,b,69.666,61.002,0.326,2.207,0.326,52.226,1.421,-1.391,21.576,-0.022,30.65,-1.816,42.227,36.903
102745,b,62.751,50.236,0.674,1.967,0.674,51.587,1.203,-1.411,23.421,-1.569,28.166,-0.227,38.998,76.587
102750,b,82.684,98.293,16.667,2.468,16.667,103.205,0.924,-1.414,53.644,-2.385,49.562,-2.077,51.173,212.287
102758,b,91.395,79.102,33.86,2.284,33.86,76.449,2.805,-1.395,20.093,-0.099,56.356,1.587,46.387,74.858
102759,b,87.473,35.043,16.28,1.179,16.28,65.113,1.756,-1.39,23.626,0.64,41.487,0.876,52.222,117.731
102760,s,80.954,63.283,5.722,1.595,5.722,90.223,0.618,-1.389,55.757,0.948,34.466,1.253,60.71,107.577
102772,b,93.623,56.75,25.438,2.42,25.438,61.185,2.036,-1.335,20.156,-1.113,41.029,-0.39,56.683,66.096
102778,b,43.769,78.413,0.528,2.489,0.528,77.276,0.525,-1.35,50.672,-0.299,26.604,-1.395,40.718,104.632
102798,b,63.204,97.27,5.248,2.845,5.248,57.798,0.999,-1.401,28.914,-0.643,28.883,1.795,41.744,73.381
102803,b,91.749,86.491,2.729,2.654,2.729,70.359,2.34,-1.331,21.063,0.046,49.296,1.903,45.297,96.459
102809,b,72.4,46.442,20.196,2.118,20.196,49.098,1.423,-1.312,20.26,-0.265,28.838,-1.275,47.673,142.787
102817,b,86.763,89.434,1.12,2.748,1.12,63.939,2.132,-1.319,20.413,-2.354,43.526,-0.2,45.36,116.513
102838,s,56.928,65.166,1.422,2.018,1.422,79.189,0.612,-1.379,49.133,-1.586,30.055,-1.723,44.223,82.79
102847,b,75.81,31.631,2.33,1.131,2.33,56.709,1.136,-1.402,26.555,1.67,30.154,2.351,49.474,76.758
102850,b,73.224,35.022,2.428,1.333,2.428,54.646,1.211,-1.411,24.721,-0.052,29.926,-0.723,48.15,103.449
102857,b,60.941,56.46,28.881,2.556,28.881,57.414,1.092,-1.414,27.442,-0.237,29.972,-0.748,46.817,154.245
102885,b,112.38,172.105,13.432,3.631,13.432,99.592,2.206,-1.379,31.066,1.65,68.525,-0.841,50.422,186.625
102889,b,76.049,22.371,3.633,0.875,3.633,53.676,1.477,-1.412,21.666,-1.694,32.01,-1.806,47.132,57.339
102899,b,75.687,59.214,0.98,1.848,0.98,64.404,0.956,-1.414,32.924,-0.171,31.48,-1.436,51.311,59.14
102902,b,97.869,113.513,3.87,2.73,3.87,74.623,1.492,-1.371,29.943,-0.829,44.681,1.434,57.455,86.171
102911,b,92.254,70.098,5.451,2.281,5.451,81.325,1.936,-1.305,27.703,2.041,53.622,2.003,41.323,131.781
102921,b,77.959,21.822,7.901,0.85,7.901,52.875,1.505,-1.19,21.106,-0.841,31.769,-1.319,47.998,83.029
102937,b,72.396,45.194,0.822,1.889,0.822,57.975,1.839,-1.35,20.419,-0.61,37.556,-0.861,37.528,73.549
102955,b,78.154,57.334,1.184,1.767,1.184,69.557,1.084,-1.414,33.373,-1.316,36.184,-0.471,48.8,66.722
102956,b,74.155,109.705,5.734,2.353,5.734,105.738,0.666,-1.383,63.459,-0.901,42.278,-2.095,53.05,94.531
102959,b,62.422,95.19,14.207,2.994,14.207,65.473,0.961,-1.414,33.385,-0.301,32.088,-2.25,41.442,107.151
102964,b,77.049,211.323,1.666,3.922,1.666,79.119,1.21,-1.404,35.8,-1.864,43.319,1.461,41.11,62.716
102969,b,110.858,68.286,45.578,2.256,45.578,69.638,1.931,-1.414,23.762,0.954,45.876,2.145,83.281,173.913
102972,b,80.907,85.5,9.052,2.141,9.052,69.87,0.791,-1.394,39.015,-0.274,30.855,-2.271,55.876,217.564
102978,b,92.549,128.696,28.857,3.409,28.857,63.939,1.404,-1.293,26.602,1.972,37.337,-0.787,59.672,99.004
102989,s,107.474,76.155,0.907,1.902,0.907,95.333,1.479,-1.386,38.452,0.874,56.881,0.883,56.964,112.228
102993,s,151.204,98.566,18.364,2.806,18.364,110.517,2.674,-1.282,30.078,1.514,80.439,1.138,71.716,68.825
102995,b,75.144,49.655,29.484,2.327,29.484,53.858,1.296,-1.364,23.462,-1.53,30.396,-1.183,50.914,130.927
103047,b,73.463,70.828,4.398,2.337,4.398,52.68,1.446,-1.414,21.535,1.09,31.146,-1.059,45.646,116.982
103071,b,63.136,42.433,3.552,1.841,3.552,53.178,1.384,-1.376,22.309,1.756,30.869,1.357,35.471,100.94
103081,b,96.776,14.822,1.029,0.478,1.029,62.64,1.468,-1.36,25.378,-2.049,37.262,-1.635,62.952,82.322
103084,b,87.587,30.383,17.026,1.006,17.026,61.101,1.623,-1.114,23.296,-0.524,37.805,-1.359,54.087,87.969
103088,b,95.158,78.98,2.466,1.833,2.466,99.367,0.899,-1.41,52.314,0.936,47.052,1.117,62.745,79.981
103099,b,63.518,58.053,12.94,2.08,12.94,57.606,1.277,-1.388,25.295,2.427,32.311,1.086,40.367,116.379
103106,b,71.118,27.036,19.9,1.149,19.9,48.907,1.189,-1.048,22.338,-1.726,26.57,-2.204,47.61,128.397
103116,b,95.533,29.997,0.368,0.983,0.368,60.547,1.669,-1.338,22.688,1.325,37.859,2.3,60.292,33.231
103118,b,102.663,177.851,27.716,3.037,27.716,98.945,1.67,-1.414,37.058,1.447,61.887,-1.178,49.138,188.414
103125,b,71.188,69.946,2.694,1.862,2.694,87.9,0.652,-1.379,53.223,-0.409,34.677,-0.804,53.471,99.326
103127,b,83.53,55.107,0.966,1.609,0.966,75.692,1.043,-1.414,37.044,-1.526,38.648,-1.192,52.72,88.669
103138,b,70.54,24.431,5.744,0.871,5.744,57.853,0.932,-1.396,29.95,1.994,27.903,2.094,47.571,135.542
103169,b,119.678,82.559,0.769,2.577,0.769,96.017,2.8,-1.271,25.266,1.088,70.751,1.479,51.496,41.625
103174,b,68.938,33.576,22.319,1.143,22.319,59.69,1.249,-1.12,26.544,-0.597,33.146,-1.319,35.921,71.11
103213,s,181.298,50.21,29.012,0.991,29.012,118.334,2.658,-1.411,32.349,0.427,85.985,0.528,102.541,173.529
103218,b,138.845,40.333,11.366,1.115,11.366,77.283,2.692,-0.488,20.934,-0.172,56.348,0.94,85.639,238.076
103227,b,82.516,45.488,0.826,1.641,0.826,61.864,1.724,-1.361,22.708,-0.997,39.157,-1.667,46.211,46.792
103230,b,74.188,22.085,1.691,0.866,1.691,50.303,1.303,-1.413,21.84,0.202,28.464,-0.589,48.753,115.983
103232,b,70.173,33.295,23.226,1.293,23.226,55.272,0.939,-1.151,28.508,0.168,26.764,0.118,46.264,169.81
103251,b,80.541,106.278,25.341,2.637,25.341,68.272,1.343,-1.082,29.139,0.859,39.133,-1.5,41.503,100.412
103256,b,85.918,63.16,28.519,2.201,28.519,69.09,2.264,-1.412,21.17,-0.223,47.92,-1.28,51.233,162.986
103268,b,73.643,102.135,5.364,2.533,5.364,70.699,0.717,-1.396,41.185,1.951,29.514,-0.26,52.682,156.75
103276,b,70.351,55.515,1.542,1.74,1.542,72.421,0.846,-1.412,39.241,0.592,33.181,0.334,46.659,107.48
103288,b,79.752,168.381,1.647,3.755,1.647,75.418,1.689,-1.36,28.044,0.674,47.374,-2.322,36.633,36.823
103289,b,79.101,25.32,2.401,0.939,2.401,55.471,1.375,-1.372,23.361,-1.265,32.11,-1.749,49.798,50.63
103292,b,87.126,33.299,20.15,1.042,20.15,63.122,1.48,-0.737,25.448,-1.209,37.675,-2.159,50.581,158.838
103294,b,99.451,153.029,0.79,3.446,0.79,90.019,2.046,-1.34,29.554,0.899,60.465,-1.544,43.329,78.467
103296,b,77.837,15.101,3.106,0.551,3.106,54.176,1.15,-1.181,25.202,0.786,28.974,1.312,52.287,117.057
103299,b,77.868,35.277,2.581,1.171,2.581,62.195,0.974,-1.408,31.514,0.115,30.68,-0.422,53.741,74.701
103307,b,82.195,44.935,0.888,1.729,0.888,61.602,1.962,-1.351,20.794,1.277,40.807,0.896,44.187,76.317
103310,s,54.774,78.331,3.321,2.135,3.321,93.761,0.442,-1.296,65.043,-0.867,28.719,-1.456,56.788,104.751
103311,s,76.917,85.563,11.229,2.212,11.229,78.686,0.571,-1.41,50.081,-1.02,28.605,0.594,61.655,192.987
103335,b,78.496,48.33,3.271,1.565,3.271,66.059,1.114,-1.404,31.242,1.814,34.817,2.468,48.565,94.705
103342,b,84.309,71.828,5.201,2.324,5.201,72.773,2.005,-1.336,24.214,-0.054,48.559,-1.227,39.024,137.775
103345,b,82.696,55.576,22.604,2.259,22.604,59.703,1.599,-1.392,22.973,-1.956,36.731,-1.2,53.725,95.272
103350,b,59.767,56.804,0.676,2.331,0.676,59.15,1.509,-1.385,23.579,-0.456,35.571,-1.264,28.575,72.892
103352,b,80.611,82.639,1.538,2.43,1.538,55.886,1.34,-1.404,23.883,1.951,32.003,-0.396,51.733,78.133
103355,b,56.556,78.592,20.875,2.102,20.875,90.857,0.572,-1.214,57.814,1.619,33.043,2.223,59.94,127.863
103358,b,80.052,49.349,4.936,1.67,4.936,54.51,1.5,-1.299,21.806,-2.312,32.705,-0.692,49.144,106.109
103378,b,64.008,62.193,50.085,2.719,50.085,64.356,1.896,-1.409,22.226,-0.38,42.13,-0.973,52.914,82.126
103392,b,99.825,39.202,19.275,1.206,19.275,64.015,1.228,-1.105,28.728,-0.047,35.287,0.931,70.679,173.535
103398,b,90.123,55.465,1.965,2.028,1.965,71.125,2.337,-1.317,21.314,-0.082,49.811,-0.238,42.923,166.606
103404,s,92.226,101.356,1.715,2.134,1.715,94.255,0.549,-1.368,60.867,-1.131,33.387,0.551,76.943,104.403
103416,b,77.258,27.05,3.668,1.04,3.668,51.642,1.379,-1.41,21.709,0.826,29.933,1.699,51.022,90.671
103429,b,76.341,91.44,1.78,2.54,1.78,73.542,1.148,-1.41,34.243,-1.141,39.299,0.541,44.627,102.891
103434,b,87.775,20.778,6.255,0.746,6.255,57.245,1.86,-1.358,20.015,-0.241,37.23,-0.943,52.079,93.097
103447,b,62.645,48.83,5.674,1.71,5.674,61.494,0.821,-1.377,33.772,1.972,27.722,1.188,45.416,113.744
103453,b,80.166,94.732,2.681,2.946,2.681,68.512,1.937,-1.326,23.331,-2.126,45.181,-0.148,37.607,66.963
103460,b,75.738,62.786,20.928,2.421,20.928,69.069,1.779,-1.412,24.851,-2.01,44.218,-1.674,43.168,133.572
103461,b,89.525,137.59,2.681,3.012,2.681,78.456,1.318,-1.4,33.851,0.704,44.605,-1.802,50.539,127.7
103477,b,74.74,81.401,23.317,2.533,23.317,81.281,1.191,-1.414,37.104,-1.257,44.177,-1.965,49.367,169.461
103487,b,81.322,54.685,26.167,1.956,26.167,64.131,1.904,-0.88,22.081,1.068,42.05,0.148,39.438,108.421
103489,b,88.043,75.575,15.403,2.172,15.403,84.372,1.193,-1.414,38.468,-0.442,45.904,-0.846,55.593,197.128
103513,b,87.782,72.369,51.7,2.71,51.7,59.626,0.997,-1.304,29.852,-0.624,29.773,-2.097,67.356,230.484
103524,b,54.089,89.792,0.198,3.179,0.198,54.093,1.448,-1.391,22.097,2.055,31.996,-0.264,26.429,27.217
103525,b,79.211,74.908,0.737,2.235,0.737,67.473,1.237,-1.407,30.165,1.893,37.308,0.35,47.645,50.758
103533,b,85.553,98.313,23.201,3.0,23.201,72.507,1.341,-1.345,30.976,-0.119,41.531,1.643,46.879,174.536
103538,b,109.661,74.864,0.855,2.218,0.855,84.998,2.38,-1.312,25.148,-0.655,59.85,0.224,52.753,104.834
103544,b,70.619,61.912,1.448,1.972,1.448,72.562,1.074,-1.413,34.989,0.609,37.574,0.111,40.711,66.011
103557,b,77.616,140.672,1.143,3.029,1.143,77.862,0.786,-1.401,43.589,-1.148,34.273,1.426,55.263,77.458
103582,b,81.173,48.259,3.732,1.525,3.732,61.036,1.031,-1.404,30.055,0.469,30.981,-0.786,56.488,87.599
103601,b,83.317,109.513,29.571,3.035,29.571,60.348,1.039,-1.407,29.6,-0.919,30.748,1.645,70.283,142.348
103606,b,74.798,27.538,0.695,1.069,0.695,50.413,1.351,-1.39,21.441,1.254,28.972,0.281,48.666,44.282
103616,b,71.904,24.324,1.919,0.932,1.919,51.834,1.092,-1.398,24.772,0.314,27.062,1.027,48.531,147.299
103620,b,68.37,29.955,9.667,1.245,9.667,50.986,1.283,-1.274,22.337,2.003,28.649,2.408,41.583,84.329
103629,b,92.02,37.205,29.428,1.313,29.428,58.392,0.956,-1.399,29.858,1.352,28.534,0.65,78.309,200.516
103632,b,111.261,42.451,28.847,1.387,28.847,58.735,1.6,-1.411,22.592,-0.436,36.144,-1.764,86.374,187.969
103637,b,82.528,55.638,32.883,1.766,32.883,61.811,1.559,-0.712,24.15,-1.611,37.661,-0.179,45.963,96.003
103641,b,116.29,63.647,42.716,2.172,42.716,71.229,1.666,-1.347,26.72,-1.171,44.508,-0.514,81.813,199.378
103652,b,104.838,62.591,6.007,1.577,6.007,82.499,1.12,-1.414,38.907,-0.781,43.593,-1.663,70.458,110.462
103657,b,60.091,44.93,1.317,1.884,1.317,46.814,1.275,-1.406,20.58,-0.428,26.234,-1.852,37.075,79.409
103664,b,116.668,103.761,29.299,2.494,29.299,105.338,1.266,-1.349,46.488,1.927,58.85,1.265,61.917,123.012
103677,b,91.642,67.12,3.003,2.064,3.003,60.801,1.67,-1.358,22.772,-0.526,38.029,-2.339,56.813,98.046
103678,b,84.645,49.958,8.051,1.738,8.051,66.489,1.791,-1.288,23.821,-1.726,42.668,-2.244,43.444,172.094
103681,b,71.33,53.402,0.862,1.914,0.862,48.858,1.187,-1.414,22.34,-1.678,26.518,0.194,48.431,51.287
103682,b,70.916,67.986,4.25,2.059,4.25,71.393,1.033,-1.412,35.117,1.034,36.275,2.097,43.84,94.556
103689,b,101.428,29.465,38.255,0.989,38.255,63.343,1.589,-1.156,24.465,-1.304,38.878,-1.553,78.98,102.762
103706,b,87.851,31.234,47.707,1.245,47.707,51.282,1.141,-0.729,23.952,-0.375,27.33,-1.09,71.614,104.178
103717,b,71.838,71.166,21.973,2.431,21.973,57.195,1.52,-1.376,22.7,0.563,34.495,2.393,49.685,165.891
103721,b,70.442,48.175,1.957,1.625,1.957,61.679,0.958,-1.412,31.496,-1.101,30.183,-0.192,46.953,100.137
103724,b,74.874,82.073,2.487,2.158,2.487,92.048,0.86,-1.412,49.494,1.913,42.554,2.292,47.287,147.048
103737,b,101.951,77.436,28.67,2.142,28.67,86.361,1.088,-1.352,41.367,-0.764,44.994,-1.238,62.478,125.548
103758,b,77.42,53.345,0.807,2.085,0.807,65.269,1.98,-1.348,21.904,1.914,43.365,2.031,37.24,50.583
103767,b,55.89,72.374,0.144,2.395,0.144,66.67,0.867,-1.411,35.709,-0.596,30.961,-1.869,35.298,76.992
103771,b,73.651,61.95,1.03,2.381,1.03,65.737,1.867,-1.358,22.928,1.385,42.809,0.594,34.484,71.48
103774,b,98.816,105.594,3.441,2.569,3.441,97.273,1.526,-1.372,38.507,-0.75,58.766,-1.955,46.15,143.104
103778,b,74.336,54.1,1.343,1.899,1.343,67.14,1.343,-1.397,28.657,-1.188,38.482,-1.072,41.135,87.272
103802,b,92.384,33.323,15.389,1.078,15.389,63.505,1.27,-1.181,27.97,0.798,35.535,1.359,60.361,107.756
103805,b,65.727,53.836,1.833,2.079,1.833,53.76,1.312,-1.397,23.252,0.764,30.507,-0.557,39.308,45.482
103821,b,66.802,36.535,1.485,1.502,1.485,48.887,1.377,-1.401,20.571,0.863,28.316,-0.231,41.322,83.885
103833,b,89.666,16.823,27.04,0.499,27.04,67.779,1.538,-0.047,26.709,-0.871,41.07,-1.369,50.444,101.801
103842,b,64.477,30.233,0.562,1.298,0.562,48.987,1.278,-1.404,21.501,0.273,27.486,-0.279,40.357,74.271
103843,b,189.474,105.262,65.463,2.165,65.463,137.538,4.104,-1.412,26.949,-1.422,110.589,-0.462,99.941,365.882
103844,b,80.161,75.008,21.49,1.974,21.49,65.471,1.14,-0.828,30.601,0.165,34.87,-1.786,46.106,156.431
103847,b,93.303,115.909,5.723,2.587,5.723,107.731,1.434,-1.396,44.264,1.728,63.467,0.603,40.539,150.989
103848,s,102.76,47.897,23.46,1.045,23.46,93.831,0.806,-1.175,51.961,0.732,41.87,1.304,72.567,203.288
103863,b,78.917,33.533,2.603,1.248,2.603,51.146,1.46,-0.985,20.789,-0.928,30.357,-2.174,51.38,75.813
103866,b,77.742,36.059,6.947,1.401,6.947,51.062,1.522,-1.244,20.25,-2.361,30.813,-1.209,49.413,89.975
103867,b,146.704,139.026,23.22,2.951,23.22,116.86,1.949,-1.327,39.627,-1.583,77.234,-0.094,72.461,217.052
103905,b,71.997,38.912,32.496,1.432,32.496,58.35,1.043,-0.916,28.563,-0.936,29.787,-1.352,43.576,143.686
103928,b,91.945,24.508,14.757,0.813,14.757,66.02,2.165,-1.395,20.862,0.67,45.158,0.981,47.938,175.975
103932,b,65.024,52.978,9.963,2.056,9.963,54.012,1.19,-1.411,24.659,2.383,29.352,1.147,44.303,154.928
103942,b,83.602,140.712,0.92,3.328,0.92,72.789,1.564,-1.377,28.383,-1.897,44.405,0.806,43.717,143.864
103947,b,84.995,72.05,1.157,2.101,1.157,73.778,1.348,-1.403,31.428,0.965,42.35,2.146,48.662,108.049
103976,b,62.804,57.652,30.328,2.494,30.328,59.98,0.849,-1.412,32.446,-0.445,27.534,-0.044,48.293,196.666
103978,b,69.177,64.053,21.027,2.865,21.027,52.024,1.507,-1.351,20.75,-1.772,31.274,-0.247,40.976,80.203
104002,b,80.786,45.89,17.899,1.862,17.899,58.192,1.479,-1.398,23.478,1.144,34.714,1.268,53.755,115.992
104007,b,82.655,22.68,4.244,0.874,4.244,55.294,1.69,-1.41,20.555,0.734,34.739,0.844,51.164,91.381
104012,b,85.456,70.404,4.541,1.844,4.541,69.385,0.821,-1.399,38.104,-0.133,31.281,-1.838,60.807,80.699
104030,b,85.489,53.797,1.353,1.839,1.353,59.509,1.792,-1.374,21.312,2.196,38.198,0.802,50.168,109.711
104054,b,106.962,101.722,2.303,1.911,2.303,123.987,0.744,-1.403,71.098,-1.957,52.888,-1.55,74.425,149.186
104057,b,87.817,64.34,19.185,2.557,19.185,73.954,2.643,-1.395,20.299,-1.09,53.655,-1.49,41.989,90.529
104076,b,62.416,158.331,2.876,3.587,2.876,67.483,0.776,-1.407,37.988,-2.228,29.496,0.854,44.09,78.623
104078,b,77.446,107.114,5.077,2.394,5.077,115.286,0.858,-1.414,62.051,2.043,53.234,2.137,43.487,195.18
104096,b,81.661,20.01,3.616,0.709,3.616,57.996,1.34,-1.414,24.788,-2.246,33.207,-2.193,51.717,106.083
104099,b,63.886,186.263,0.786,3.44,0.786,100.824,0.775,-1.404,56.818,2.335,44.007,-0.182,41.549,91.382
104111,b,69.532,24.107,17.146,0.822,17.146,59.779,0.984,-1.272,30.134,-1.498,29.645,-1.178,41.132,120.846
104116,b,68.819,53.279,1.709,1.923,1.709,55.091,1.133,-1.412,25.834,1.843,29.257,0.47,44.802,99.466
104118,b,81.123,41.687,4.777,1.35,4.777,61.747,1.106,-1.386,29.326,-0.107,32.421,-1.056,52.571,95.284
104135,b,79.491,37.344,19.333,1.029,19.333,70.102,0.762,-0.219,39.796,-0.747,30.306,0.281,52.261,116.719
104168,b,72.279,14.554,25.158,0.468,25.158,62.058,1.329,-1.2,26.64,-1.794,35.417,-1.33,36.896,126.228
104171,b,63.329,51.2,23.03,1.942,23.03,62.116,1.404,-1.374,25.842,-1.439,36.273,-1.794,43.128,156.479
104173,b,99.418,90.341,41.049,2.289,41.049,91.683,0.896,-1.289,48.368,-1.18,43.315,-2.088,59.188,299.71
104174,b,69.887,29.01,2.793,1.267,2.793,49.949,1.495,-1.371,20.022,-1.494,29.927,-1.521,42.928,101.062
104182,b,64.295,39.405,2.099,1.588,2.099,55.379,1.276,-1.408,24.328,0.762,31.051,0.992,37.572,80.199
104189,b,83.481,36.408,27.027,1.372,27.027,59.63,1.756,-0.87,21.638,-1.907,37.992,-1.763,46.033,158.841
104190,s,110.677,93.621,7.784,2.224,7.784,105.012,1.797,-1.353,37.544,-1.116,67.469,-1.725,49.201,115.717
